type,sub_type,listPrice,sqft,stories,beds,baths,baths_full,baths_full_calc,garage,year_built,sanitized_property_summary
condos,condo,389000.0,1303.0,1.0,2.0,2.0,2.0,2.0,2.0,1979.0,"Vaulted ceilings and an open layout create a bright, airy feel. The kitchen features stainless steel appliances and a newer refrigerator. Enjoy a peaceful interior location with desirable eastern exposure."
single_family,,300000.0,1214.0,1.0,3.0,2.0,2.0,2.0,2.0,1971.0,"1,225 square feet with newer roof, air conditioning unit and fresh outside paint job. 3/2 with 2 car garage and fenced in backyard with well maintained pool. Open this Sunday 12 - 4 PM."
condo,,,903.0,,2.0,2.0,2.0,2.0,,1990.0,Property features standard residential amenities and layout.
single_family,,2899998.0,2964.0,1.0,3.0,3.0,2.0,2.0,3.0,1993.0,Property features standard residential amenities and layout.
single_family,,539000.0,2548.0,1.0,3.0,3.0,3.0,3.0,2.0,1964.0,"3-bedroom, 3-bathroom home with over 2,500 sq ft of open living space. Enjoy generously sized bedrooms, an expansive deck with spa, and sweeping views of the river and mountains."
single_family,,715000.0,1427.0,1.0,3.0,2.0,2.0,2.0,,1963.0,"2 Bath singleLevel home. Nestled in the heart of Wine Country living close to worldclass dining, tasting rooms, parks, and charming downtown amenities."
single_family,,789000.0,3052.0,1.0,5.0,4.0,2.0,4.0,3.0,2004.0,"Nestled in the sought after gated community this spacious property offers 5 bedrooms and 4 bathrooms including detached casita. Designed with families in mind, it also offers an ideal option for those seeking the perfect vacation retreat or a lucrative long-term investment opportunity."
single_family,,799000.0,1504.0,1.0,4.0,2.0,2.0,2.0,,,"The West Shore gem offers an unbeatable combination of location, lifestyle, and value. The home has very few entry steps, offering easy accessibility inside and out. Step outside to enjoy a lush, fenced yard with expansive decks."
single_family,,2150000.0,1698.0,1.0,4.0,3.0,3.0,3.0,2.0,1956.0,"4-bedroom, 3-bathroom home offers 1,698 sq ft of living space on 8,580 sq ft lot. The kitchen is a culinary delight, featuring a waterfall counter island, self-cleaning oven, refrigerator, hood over the range, dishwasher. The primary bedroom, located at the back of the house, has a vaulted ceiling and lots of natural light."
single_family,,375000.0,1455.0,,3.0,2.0,2.0,2.0,,1986.0,"3-bedroom, 2-bath single-story home in the heart of Fresh new carpet throughout most of the home brings a modern touch. Outside, a spacious backyard awaits with a large covered patio."
single_family,,188888.0,2274.0,1.0,4.0,3.0,3.0,3.0,5.0,1951.0,"This property is more than just a home; it's a blank canvas on a sprawling approximately 2/3 acre lot. Stripped almost entirely to the studs & ready for your vision, this ""Value Range"" listing offers a unique path to homeownership or investment. The massive 40x30 shop is a dream for hobbyists or savvy investors."
single_family,,161280.0,1404.0,2.0,3.0,2.0,2.0,2.0,1.0,1981.0,"This 3-bedroom, 2-bath -owned home offers sweeping canyon views and a wrap-around deck to enjoy the outdoors. The property includes a detached one-car garage and sits on the end of a country dirt road, providing privacy and a quiet setting."
single_family,,950000.0,930.0,1.0,2.0,2.0,2.0,2.0,2.0,1984.0,"2-bedroom home has vaulted Ceilings in Living Room & Master Bedroom, adding a sense of openness and light. Remodeled expanded Kitchen with expanded counter space, Granite countertops, new stove/oven, and new dishwasher, refrigerator does not stay."
single_family,,1245000.0,1040.0,1.0,3.0,1.0,1.0,1.0,2.0,1954.0,"Two gorgeous yards, each with main character energy. Curb appeal in the front, entertaining potential galore in the back. Mosey inside for an open layout between kitchen and living areas."
condos,condo,599000.0,650.0,,1.0,1.0,1.0,1.0,1.0,1963.0,"Oversized floor plan offers a great room, spacious bedroom and generous closet space. Views span the city showcasing the cityscape and beyond. A true mid-century modern icon."
single_family,,649950.0,1447.0,1.0,3.0,2.0,2.0,2.0,2.0,2020.0,"Single-story, solar-powered home on lot. 's kitchen features quartz countertops, tile backsplash, designer cabinetry with LED lighting. Family Room has surround sound pre wiring for home theatre."
single_family,,1225000.0,811.0,1.0,2.0,2.0,1.0,1.0,0.0,1938.0,"Single-level home blends classic beach character with everyday comfort in one of most sought-after coastal neighborhoods. Enjoy easy, walkable access to local cafes, boutiques, parks, and the coastline."
single_family,,650000.0,2685.0,2.0,5.0,4.0,3.0,3.0,2.0,2021.0,"Located in a quiet, family-friendly neighborhood close to parks, shopping, dining, and top-rated schools. One bedroom and full bath downstairs offer ideal guest or multi-gen space. Primary suite upstairs boasts a soaking tub, walk-in shower, and large closet."
single_family,,675000.0,799.0,1.0,2.0,1.0,1.0,1.0,1.0,1938.0,"Perched on a corner lot, this character-rich home blends original architectural details with thoughtful modern updates. The detached garage and spacious lot provide added versatility and room to grow. Enjoy warm evenings on the wood patio deck overlooking the front yard."
single_family,,399000.0,,1.0,3.0,2.0,2.0,2.0,,2025.0,"3 bedrooms, 2 bathrooms, and 1,573 square feet of living space. Open kitchen features quartz counter tops, white cabinetry with dark hardware. Enjoy the benefits of owned solar and a 2-car garage."
multi_family,,1549000.0,1554.0,1.0,4.0,2.0,2.0,2.0,,1958.0,"Two separate 2-bedroom, 1-bath units each with its own private backyard, patio, laundry, covered off-street parking, and additional storage. Ideal for investors seeking a strong income property, multigenerational living, or owner-occupants looking to live in one unit and rent the other."
single_family,,,1529.0,1.0,3.0,3.0,2.0,3.0,,2003.0,Property features standard residential amenities and layout.
single_family,,235000.0,1463.0,1.0,4.0,2.0,2.0,2.0,,1954.0,"Oversized lot that's over a quarter acre with a deep, usable backyard and an in-ground pool ready to be brought back to life. The expansive yard offers room for or boat parking and space to add an ADU."
single_family,,452990.0,1651.0,2.0,3.0,3.0,2.0,2.0,,,"The 1651 plan boasts a covered entry and an open-concept living area with a kitchen island. This well-designed two-story home also features three bedrooms, 2 baths, a walk-in closet in the primary bedroom, a convenient upstairs laundry room, and a two-car garage."
single_family,,675000.0,1028.0,1.0,3.0,1.0,1.0,1.0,2.0,1952.0,Property features standard residential amenities and layout.
condos,condo,399000.0,756.0,1.0,2.0,2.0,2.0,2.0,1.0,1985.0,"2-bedroom, 2-bath condo with an oversized 1-car garage, nestled in a secure gated community. This home offers a sleek, modern kitchen with stainless steel appliances, an open floor plan, and updated, stylish finishes throughout."
single_family,,499000.0,1408.0,2.0,3.0,2.0,2.0,2.0,0.0,1973.0,"Beautiful open theme 3bd 2ba home. Large 1/3ac level, fenced corner lot. Room for RV, parking, horses etc."
land,,,,,,0.0,,,,,Property features standard residential amenities and layout.
single_family,,1550000.0,1784.0,2.0,3.0,2.0,2.0,2.0,3.0,1951.0,"West-facing home offers beautiful sunsets, strong potential, and an exceptional location. Features 3 bedrooms, 2 bathrooms, a spacious layout, and great natural light throughout. Lovingly lived with newer roof 2019, newer owned solar 2019, the home is ready for your personal touch."
condos,condo,1550000.0,1224.0,,2.0,2.0,2.0,2.0,,2012.0,"2-bedroom, 2-bath residence with a bright and airy layout and expansive windows. Unique to this home is two separate exclusive-use outdoor patios, providing a rare private retreat. Residents enjoy full-service amenities including a 24/7 attended lobby, outdoor pool and spa."
single_family,,60000.0,800.0,2.0,2.0,1.0,1.0,1.0,,1980.0,"Off-grid cabin equipped with a private well, generator with solar panels, and septic. Off grid cabin has been used as a vacation and hunting getaway for over 25 years. Offers incredible opportunity to make this your peaceful and private getaway."
single_family,,241500.0,1110.0,1.0,2.0,2.0,2.0,2.0,,1980.0,"Home features a new roof, an updated interior with new appliances, countertops, new flooring, new mini splits, interior and exterior paint and new garage doors. Nice deck for outdoor enjoyment and a fully fenced rear yard. Plenty of parking for all your needs."
single_family,,440000.0,964.0,1.0,3.0,1.0,1.0,1.0,1.0,1951.0,"Single-level home on offers 3 bedrooms, 1 bathroom, and a blend of comfort and character. The layout is practical yet warm, perfect for first-time buyers, downsizers, or anyone seeking a move-in ready space."
single_family,,585000.0,2491.0,,4.0,3.0,3.0,3.0,,2007.0,"4 bedrooms, 3.25 bathrooms, on 8,255 sq. ft. lot. Conveniently located close to schools, with easy access."
single_family,,459000.0,1078.0,1.0,2.0,1.0,1.0,1.0,,1941.0,"Light-filled and move-in ready home features beautiful hardwood floors, an inviting living space, and a thoughtfully updated kitchen with modern finishes and ample storage. The bedrooms are efficiently designed to maximize comfort and functionality, offering cozy, restful retreats with great natural light."
land,,425000.0,,,,,,,,,Nestled on the pristine shores of lies a - a permit ready parcel of land with plans for a spectacular modern home. The property is adjacent to a serene tidal marsh populated year-round with bird life. The plans include over 2500 square feet of living space with walls of glass inviting the site's panoramic views inside.
single_family,,1725000.0,1644.0,1.0,3.0,2.0,2.0,2.0,2.0,1956.0,Perched on a private corner lot overlooking an epic canyon backdrop. Thoughtfully curated designer finishes elevate every space.
condos,condo,589000.0,1079.0,1.0,2.0,2.0,2.0,2.0,1.0,1997.0,"Townhouse-style condo located in desirable area. Designed for comfortable, low-maintenance living. Offers privacy and feel of a single-family residence with the convenience of condo ownership."
single_family,,198000.0,1104.0,1.0,2.0,2.0,2.0,2.0,,1926.0,"2 bed, 2 bath home with mountain views. Central heating and air-conditioning, fireplace, new roof, new flooring and fresh paint throughout."
single_family,,299990.0,1548.0,1.0,4.0,2.0,2.0,2.0,2.0,1994.0,"The entire home features brand-new plank flooring that runs through every room, tying the formal dining area, breakfast nook, and spacious living areas together with a cohesive modern look. Additional upgrades include new LED light fixtures, new plumbing fixtures, lots of windows for great natural light, a desirable laundry room inside, a fully fenced front and backyard."
condos,condo,699900.0,878.0,1.0,1.0,1.0,1.0,1.0,2.0,2007.0,"Unit offers two covered parking spots and ylish downtown living. Residents enjoy resort-caliber concierge and security, saltwater pool & spa, gym, meeting rooms."
townhomes,townhouse,329900.0,997.0,1.0,2.0,2.0,1.0,2.0,2.0,1984.0,2-bed 2-bath stand alone townhouse located in an awesome PUD community. The second bedroom is set up as an office. Close to shopping schools and freeway.
single_family,,,1682.0,2.0,4.0,2.0,2.0,2.0,2.0,1978.0,Property features standard residential amenities and layout.
condos,condo,595000.0,924.0,1.0,2.0,2.0,2.0,2.0,1.0,1982.0,"2-bedroom, 2-bath condo in a highly desirable location. Features vaulted ceilings, a skylight, and a cozy gas fireplace. Primary bedroom includes en-suite bath and walk-in closet."
single_family,,500000.0,1191.0,1.0,3.0,2.0,2.0,2.0,,2000.0,"The home was remodeled in 2019 with new engineered hardwood floors throughout, new kitchen cabinets, quartz counters, custom quartz shower wall in primary bath. The outside was just painted this year as well as a new furnace installed, new A/C was installed in 2023 and water heater in 2022. This house is just waiting for someone to come in and start living!!"
single_family,,349000.0,1464.0,,3.0,2.0,2.0,2.0,,1983.0,"New vinyl plank flooring accented by updated baseboards, modern light fixtures, and stylish hardware throughout. The kitchen shines with new white cabinets, sleek quartz countertops, stainless steel appliances, microwave, and energy-efficient lighting."
single_family,,1099000.0,1654.0,1.0,3.0,2.0,2.0,2.0,,1960.0,"Nestled on approximately a 1/3-acre lot backing to protected open space with green views. The versatile floor plan offers 3 bedrooms and 2 bathrooms. Improvements include a beautifully appointed kitchen, updated bathrooms, engineered walnut floors, air conditioning, solar power, and a newer roof."
condos,condo,450000.0,900.0,1.0,2.0,2.0,2.0,2.0,0.0,1982.0,"Spacious bedrooms and a thoughtfully designed layout make this home comfortable and practical. Enjoy the convenience of community amenities and secure gated living, all in a location close to shopping, dining, and major routes."
single_family,,650000.0,1850.0,1.0,3.0,2.0,2.0,2.0,2.0,1986.0,"3-bedroom, 2-bath home offers 1,850 sq ft of comfortable living. The open floor plan features vaulted ceilings, a cozy fireplace, and a kitchen that opens to the spacious family room. Recent updates include fresh interior and exterior paint and a new hall bath vanity."
land,,149000.0,,,,,,,,,"Nestled just a short walk from the beach, this stunning property offers the perfect blend of tranquility, luxury, and natural beauty. From your future home, the dramatic blowhole at can be heard booming as it echoes across the landscape."
single_family,,1250000.0,2768.0,1.0,3.0,3.0,2.0,2.0,3.0,2004.0,"The single-level residence perfectly balances functional design with refined comfort. At the heart of the home lies a chef's dream kitchen, featuring a massive granite island, an abundance of storage, and a dedicated butler's pantry. Versatility is a hallmark of this floor plan, which includes a flexible fourth bedroom ideal for a home office, gym, or classroom."
single_family,,1695000.0,2005.0,1.0,4.0,2.0,2.0,2.0,2.0,1971.0,"Single-level home with a flowing layout, modern updates, and expansive views from the main living areas. Outdoor living shines with a sparkling pool, multiple patios, grilling area, & mature landscaping. Fantastic location trails, fishing, ball fields, playground, golf, shopping, dining, & just a few short blocks."
single_family,,687000.0,1852.0,1.0,3.0,2.0,2.0,2.0,2.0,1994.0,"3-bedroom, 2-bathroom home has been freshly updated with new neutral paint and brand-new carpet. The heart of this property is the oversized private patio, which boasts amazing mountain views. This is the perfect opportunity for a full-time residence or a seasonal retreat."
mobile,,215500.0,1374.0,1.0,3.0,2.0,1.0,2.0,2.0,1990.0,"3 bed, 2 bath home in Thermal. With a great layout and a private deck, perfect for relaxing and unwinding on those beautiful summer nights."
single_family,,465000.0,2090.0,2.0,4.0,3.0,3.0,3.0,,1998.0,"With 4 bedrooms and 3 bathrooms, this residence features a versatile layout ideal for everyday comfort and effortless entertaining. The backyard offers a private retreat with a gated pool, expansive lawn for, and potential for parking. The location blends everyday convenience with a true sense of community."
condos,condo,659000.0,912.0,1.0,2.0,1.0,1.0,1.0,2.0,1986.0,"Gorgeous Top Floor Penthouse condo with stunning vaulted ceilings. Enjoy an open kitchen with quartz counter top that seamlessly connects kitchen, dining and living space. Gated community and 2 secure underground parking spaces."
condos,condo,375000.0,547.0,1.0,1.0,1.0,1.0,1.0,1.0,1969.0,"Top-floor unit has been updated and is ready for a new owner. Updates include a remodeled kitchen and bath, dual-pane windows, new flooring, mirrored closet doors."
single_family,,420000.0,1568.0,2.0,3.0,3.0,2.0,2.0,,1986.0,"3-bedroom, 2.5-bath home offers space, versatility, and thoughtful updates throughout. Outdoors, enjoy parking, a private pool, established garden beds, and expansive yard space thanks to the oversized corner lot."
single_family,,,3631.0,,3.0,4.0,4.0,4.0,,1956.0,Property features standard residential amenities and layout.
single_family,,349900.0,1340.0,,3.0,2.0,2.0,2.0,,1991.0,"Enjoy the large front yard that adds great curb appeal and a warm first impression. The bedrooms are spacious and comfortable, offering plenty of room to unwind. Out back, you'll find a generous backyard with ample space for gatherings, gardening, or future possibilities."
townhomes,townhouse,599000.0,1106.0,1.0,2.0,2.0,2.0,2.0,2.0,1974.0,"Gated golf course living with access to golf, tennis, pickleball, walking trails, clubhouse, restaurant, and bar. Ideal for first-time homebuyers or those looking to downsize to single-story home with no steps."
condos,condo,585000.0,1562.0,1.0,2.0,2.0,2.0,2.0,2.0,1990.0,"The home is located in a sought-after community with 15 pools, 16 spas, s, a well-equipped fitness center, and an active clubhouse. The home enjoys rare privacy and tranquil desert surroundings."
single_family,,1399000.0,2322.0,2.0,4.0,3.0,3.0,3.0,2.0,1990.0,"3 full with over 2300 Sq. feet of living space! Updated master bathroom, Walk-In Closet, Laundry room, Featuring energy efficiency equipment e.g. solar power system and tankless water heater. Huge backyard with, spa and plenty of space for entertaining."
condos,condo,1395000.0,987.0,,1.0,2.0,1.0,1.0,,2019.0,"Large 1 bedroom 1.5 bathrooms with panoramic city views and 10'ceiling. Developed by Related, designed by OMA, The is a sculpted glass tower soaring 618 tall into the skyline."
mobile,,64000.0,1152.0,,3.0,2.0,2.0,2.0,,1975.0,"2-bedroom, 2-bath home is located in a gated community just a short walk from the beautiful. The washer, dryer and refrigerator all stay, making it truly move-in ready! Relax outdoors under two large covered patios that keep the home cool and provide great space for 's."
farm,,,2193.0,,3.0,0.0,,,,1969.0,Property features standard residential amenities and layout.
single_family,,1300000.0,1819.0,2.0,3.0,3.0,2.0,2.0,2.0,1972.0,"Nestled at the end of a quiet cul-de-sac on a private street in the coveted Westwood neighborhood. Boasting 1,819 sqft with 3 bedrooms and 2 1/2 baths, this home has been thoughtfully enhanced throughout. 2 separate fully owned solar systems for home and pool keep SDG&E payment to a minimum saving you thousands a year."
single_family,,650000.0,1008.0,1.0,2.0,1.0,1.0,1.0,,1968.0,"2-bedroom, 1-bath residence features 1,008 square feet of comfortable living space. Additional improvements include an upgraded main electrical panel and twelve owned solar panels."
single_family,,170000.0,768.0,,3.0,2.0,1.0,2.0,,1946.0,"Located just off a high-traffic main intersection, this small but mighty property offers exceptional visibility and opportunity. Whether you're looking to add to your investment portfolio or start your next value-add project, this one checks every box."
single_family,,495000.0,1320.0,2.0,4.0,2.0,2.0,2.0,,1920.0,2 bedrooms on the main level (front bedroom is very small.) Sink added in one of the upstairs bedrooms. Detached building (apx 10x10) at back yard perfect for office or extra space.
single_family,,1295000.0,1585.0,1.0,3.0,3.0,2.0,2.0,2.0,1947.0,Enjoy views so big it feels like you can reach out and touch them. Start your day with gorgeous views from your private full-length deck. Owned solar makes bill pay light.
condos,condo,325000.0,841.0,,2.0,1.0,1.0,1.0,,1965.0,"Located only 6 miles from and about. Open-concept floor plan includes a spacious living room and a European-style kitchen. Updated bathroom with marble tiles, vanity, and fixtures."
single_family,,680000.0,1220.0,1.0,3.0,2.0,2.0,2.0,,1958.0,"Three bedroom two bath home with updated kitchen, stunning hardwood flooring, outdoor bbq area, beautiful landscaping and garden beds. Close to everything including some of the best schools in the area."
single_family,,3700000.0,1615.0,2.0,3.0,2.0,2.0,2.0,1.0,1938.0,"3 bedroom, 2 bathroom home located in a prime location just off and less than two blocks to the beach. Open the windows and listen to the crashing waves or relax in the sun on the large upstairs deck."
mobile,,159500.0,1248.0,,2.0,2.0,2.0,2.0,,1978.0,"Bright and inviting two-bedroom, two-bath home in the highly desirable 55+ community, featuring scenic mountain views and a practical, comfortable layout. An enclosed sun porch adds versatile space that can serve as an office, craft room, or additional sitting area."
single_family,,899000.0,962.0,1.0,3.0,1.0,1.0,1.0,2.0,1944.0,"Bungalow boasts a recent kitchen and bathroom remodel featuring all appliances and cabinets. Central heat and A/C with nest thermostat, integrated stereo speakers, attic insulation."
single_family,,988888.0,1059.0,1.0,3.0,2.0,2.0,2.0,1.0,1941.0,"The home features us an additional office/flex room and 2 updated bathrooms. Exposed wood beam ceilings and gorgeous REAL, hardwood flooring enhance the aesthetic appeal. The VERY deep and spacious yard features a long, gated driveway, a detached garage, storage shed, raised planter beds, and fruit producing avocado and citrus trees."
mobile,,199888.0,1344.0,,2.0,2.0,2.0,2.0,,,"This is a newer affordable 2 bedroom 2 bathroom double wide mobile home in scenic in a senior adult park. One owner must be 55 years old and all other occupants must be 50 years old. It has a large covered side porch, a fenced-in private backyard, and a 2 car covered carport."
single_family,,368900.0,1324.0,1.0,3.0,2.0,2.0,2.0,,1974.0,"Nestled in a friendly neighborhood, this well-loved residence offers a warm atmosphere and thoughtful details. Each bedroom provides a comfortable retreat, with the primary suite offering its own private bathroom."
single_family,,599000.0,760.0,1.0,2.0,1.0,1.0,1.0,0.0,1944.0,"Reet is a beautifully updated 2 Bed/1 Bath home featuring a newly built expansive deck. Recent upgrades include an energy-efficient mini-split system and fully paid-off solar. Conveniently located near shopping, dining, and freeway access."
condos,condo,549000.0,1037.0,2.0,2.0,2.0,2.0,2.0,1.0,2003.0,"Unit 120 is a special townhouse style unit boasting over 1,000 Square feet of living space across two light filled levels. Enter this prime unit through a secure courtyard and enjoy a sprawling open floor plan featuring two bedrooms and two full bathrooms. Thoughtful updates including closet organizers, light fixtures, carpet and even dedicated in unit laundry are ready to welcome the next owner."
single_family,,758000.0,1156.0,1.0,3.0,2.0,1.0,1.0,2.0,1951.0,"3-bedroom, 1.5-bath home offers 1,156 sq ft of comfortable living space on a 5,022 sq ft lot. This home features, central heating and air conditioning, recently painted interior, bright living room and dining room filled with natural light. Enjoy a spacious backyard, complete with a peaceful corner retreat-perfect for relaxing, reading, or meditation."
single_family,,299000.0,1200.0,2.0,2.0,1.0,1.0,1.0,,1962.0,"Tucked among the pines, this inviting 2-bedroom, 1-bath cabin offers a warm blend of classic mountain charm and comfortable living. Rich wood interiors, vaulted wood ceilings, and large windows create a bright, cozy atmosphere that feels like a true retreat."
single_family,,465000.0,2081.0,1.0,4.0,2.0,2.0,2.0,,2000.0,"This beautiful home offers 4 bedroom a bonus room with a closet! The entire interior has been newly painted, giving it amore modernized, yet comfy feel. This stunning home not only sits in a desirable NW neighborhood, it is also located on a culdesac for added neighborhood privacy."
single_family,,549000.0,1183.0,1.0,3.0,2.0,2.0,2.0,,1951.0,"Single-story home in established neighborhood is ideal for investors, contractors, or buyers seeking a full renovation project. Convenient access to shopping, schools, dining, and major commuter routes."
condo,,,1703.0,,2.0,2.0,2.0,2.0,,1967.0,Property features standard residential amenities and layout.
land,,25000.0,,,,0.0,,,,,"Fantastic opportunity to own this 10, is centrally located in town. Build your home on this paved corner lot."
single_family,,2798000.0,1231.0,2.0,1.0,2.0,2.0,2.0,,1915.0,"1-bedroom, 1-bath home with a functional layout, abundant natural light, and classic period character. A detached ADU with its own bathroom has a history of consistently strong rental performance."
mobile,,240000.0,816.0,,2.0,2.0,2.0,2.0,2.0,,"2-bathroom, single-wide mobile home located in well-established. Well-maintained home features granite countertops, a comfortable living room, spacious side yard. Space rent is $1344."
condo,,,1044.0,,2.0,2.0,2.0,2.0,,1974.0,Property features standard residential amenities and layout.
land,,320000.0,,,,0.0,,,,,"2 lots in a town. Located one minute down the road from the new luxury resorts being built. IPES scores for the lots are 788 and and 775, making them buildable!"
single_family,,325000.0,1161.0,1.0,3.0,2.0,2.0,2.0,,1997.0,"Charming single story home, features 3 bedroom, 2 bath, indoor laundry, nice kitchen, 2 car garage. This property is ready for a new owner."
single_family,,279900.0,1444.0,1.0,4.0,2.0,2.0,2.0,,1954.0,"4+2 with new tile flooring in living room, exposed beam ceilings, formal dining area, extremely spacious with recent interior paint and some upgrades throughout. alley access to rear yard, with a bit of imagination and cosmetic updating this property has tons of potential - priced accordingly."
single_family,,,,,,0.0,,,,,Property features standard residential amenities and layout.
condos,condo,175000.0,522.0,2.0,1.0,1.0,1.0,1.0,,1974.0,This charming studio condo in the desirable community offers a fresh and move-in-ready space with brand-new carpet and fresh interior paint. Enjoy an open living area that seamlessly extends to a private patio-ideal for taking in the sunshine and mountain views.
land,,1800000.0,,,,,,,,,"6.6 sun-drenched acres offers the perfect blend of rural serenity and urban convenience. The property features two expansive, flat meadows framed by hillside views and the soothing presence of a year-round flowing river."
multi_family,,,609.0,1.0,2.0,1.0,1.0,1.0,,1990.0,Property features standard residential amenities and layout.
single_family,,,796.0,1.0,3.0,2.0,2.0,2.0,,1939.0,Property features standard residential amenities and layout.
land,,50000.0,,,,0.0,,,,,9.64 acre lot with 317 feet of frontage on with easy freeway access. Zoned for agriculture and possible light industrial uses. Lot is a quarter mile south of power and paved.
condos,condo,399900.0,1576.0,1.0,2.0,3.0,2.0,2.0,2.0,1991.0,"Recent improvements include luxury vinyl plank flooring installed in 2024 across the main living areas. The kitchen has been tastefully upgraded with quartz countertops and a full-height quartz backsplash. Both bedrooms are configured as true private suites, each with its own ensuite bath."
single_family,,420000.0,2371.0,2.0,4.0,3.0,2.0,2.0,,1990.0,"4 bedrooms, 2.5 bathrooms, and a spacious 2, 371 square feet of living space. Situated on a generous 0.28 acre lot, this home offers plenty of room for outdoor entertaining."
single_family,,470000.0,1426.0,1.0,3.0,2.0,2.0,2.0,3.0,2018.0,"Located within the gated community, where neighbors truly show up for one another. Upgrades include new flooring, fresh paint, a water softener system, solar panels with a solar battery, and other thoughtful improvements."
single_family,,1795000.0,2600.0,3.0,6.0,2.0,2.0,2.0,2.0,1900.0,"2 unit duplex in the heart of /prime location. Fixer opportunity with APPROVED PLANS to expand upper unit to 2,100 sq ft/2-bedrooms-2-baths. Garage with 2 car tandem parking. Large backyard w/300 sq ft shed."
single_family,,,2603.0,,4.0,2.0,2.0,2.0,,1963.0,Property features standard residential amenities and layout.
condos,condo,649000.0,903.0,2.0,2.0,1.0,1.0,1.0,,1968.0,"Spanning 903 square feet, this 2 bed, features a thoughtfully designed open floor plan filled with natural light. The living and dining areas flow seamlessly, creating a welcoming space for daily living."
single_family,,,2057.0,,4.0,3.0,2.0,2.0,,1967.0,Property features standard residential amenities and layout.
single_family,,175000.0,911.0,1.0,3.0,2.0,1.0,1.0,1.0,1960.0,"Charming end-of-the-street home located on a quiet, paved street in an established neighborhood. Features include alley access, a detached garage, and a fully fenced yard."
other,,,1437.0,1.0,2.0,2.0,2.0,2.0,,2024.0,Property features standard residential amenities and layout.
farm,,755250.0,,,,,,,,,"The property is currently planted to almonds, which are ready for removal, offering redevelopment potential. (SGMA) requires groundwater basins to be sustainable by 2040."
condo,,,857.0,,2.0,2.0,2.0,2.0,,1990.0,Property features standard residential amenities and layout.
single_family,,490000.0,792.0,1.0,3.0,1.0,1.0,1.0,,1920.0,Nice clean and cozy property with a nice decor colors. New hard flooring. Update bathroom.
single_family,,995000.0,1570.0,2.0,3.0,2.0,2.0,2.0,,1962.0,"3-bed, 2-bath, country-style home, built in 1962, enjoys tranquil surroundings with views of the rolling hills. The living/dining area with a cozy fireplace creates a welcoming atmosphere for relaxing and entertaining."
condos,condo,750000.0,1160.0,2.0,3.0,2.0,1.0,1.0,,1972.0,"End-unit 3-bedroom townhome located within top-rated Lafayette schools. Private, elevated setting with a spacious rear patio that opens to a serene side yard. Bright, functional floor plan with abundant natural light throughout."
land,,19999.0,,,,0.0,,,,,"Located off between Big Springs Road and and, the Mt. Shasta Vista POA features, spectacular star gazing, various mountain and surrounding hill views. centrally located for both winter and summer outdoor activities."
farm,,755250.0,,,0.0,,,,,,Property features standard residential amenities and layout.
land,,6000.0,,,,0.0,,,,,"Gentle slope property with some flat areas, trees. Owner used for hunting in local area. Dry camping spot. Lot backs to border."
single_family,,815000.0,1515.0,1.0,4.0,2.0,2.0,2.0,2.0,1974.0,"This desirable corner lot is in a quiet family neighborhood, with ing distance. It features 4 bedrooms, an oversize Master with Walk In Closet, PAID Solar with 18 additional panels and main electrical panel upgraded. The exterior was recently refreshed with a Texcote whole house exterior coating."
single_family,,,2815.0,,3.0,3.0,3.0,3.0,,,Property features standard residential amenities and layout.
single_family,,368000.0,956.0,1.0,3.0,1.0,1.0,1.0,,1953.0,"Single-story home offers 3 bedrooms, 1 bath, approximately 956 sq ft of living space on a 5,800 sq ft lot. Conveniently located near shopping, dining, parks, schools, and easy access to freeways."
single_family,,165900.0,1064.0,1.0,2.0,1.0,1.0,1.0,,1990.0,"2 bed, sits on 2.5 secluded usable acres close to downtown."
single_family,,270000.0,,1.0,1.0,2.0,2.0,2.0,,1903.0,The property reverted to the current owner through a foreclosure. The current owner has never occupied and has no knowledge of any defects. As Is sale with buyers to perform their own inspections.
single_family,,245000.0,1206.0,,2.0,2.0,1.0,2.0,,1951.0,"2 bdrm, 1. has been freshly painted with new carpet throught out. The living room features a cozy gas fireplace with a door leading out to a covered, spacious, concrete patio. Located in a quiet, in a well established older neighborhood and close to shopping, dining and schools."
mobile,,278999.0,840.0,1.0,2.0,1.0,1.0,1.0,,1983.0,"Nestled on a flat and fully usable 2.5-acre lot, this charming home provides the perfect blend of country living and everyday convenience. Outside, you'll find endless possibilities-whether you dream of creating a small farm, adding additional structures, or simply enjoying the wide-open views of the desert landscape and stunning High Desert sunsets."
other,,,,,,0.0,,,,1900.0,Property features standard residential amenities and layout.
land,,19999.0,,,,0.0,,,,,"Located off between Big Springs Road and and, the Mt. Shasta Vista POA features, spectacular star gazing, various mountain and surrounding hill views. centrally located for both winter and summer outdoor activities."
single_family,,,2626.0,2.0,4.0,2.0,2.0,2.0,2.0,1971.0,Property features standard residential amenities and layout.
condos,condo,379999.0,803.0,1.0,2.0,1.0,1.0,1.0,1.0,1976.0,"This 2+1 condo offers great curb appeal and a welcoming atmosphere. Conveniently located near shopping, schools and freeways."
single_family,,675000.0,1557.0,1.0,4.0,2.0,2.0,2.0,4.0,1976.0,"Energy efficient home with a large fully owned 24-panel solar system covering the electric bills. Features multiple entertaining areas including covered patios, a custom designed built in pool with solar heating, personal hot tub. Combining modern upgrades, versatile garage space with resort-style outdoor living."
